date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2018-09-20,5.0,5.01,4.91,4.87,186300.28,-0.07,-1.41,4.858,4.731,4.659,256791.13,208089.27,148638.61
2018-09-19,4.83,5.09,4.98,4.78,319246.31,0.11,2.26,4.836,4.685,4.649,281745.17,202109.17,147154.97
2018-09-18,4.77,4.93,4.87,4.69,275481.47,0.05,1.04,4.742,4.627,4.641,231841.5,177767.64,140695.63
2018-09-17,4.7,4.87,4.82,4.66,242195.58,0.11,2.33,4.672,4.599,4.643,199231.09,157299.89,142045.37
2018-09-14,4.78,4.88,4.71,4.69,260732.0,-0.09,-1.88,4.632,4.569,4.645,187837.02,139282.63,141882.27
2018-09-13,4.52,4.92,4.8,4.52,311070.47,0.29,6.43,4.604,4.549,4.641,159387.42,119300.56,140655.51
2018-09-12,4.55,4.63,4.51,4.5,69728.0,-0.01,-0.22,4.534,4.525,4.626,122473.17,97147.47,133354.14
2018-09-11,4.62,4.62,4.52,4.41,112429.39,-0.1,-2.17,4.512,4.545,4.631,123693.77,96868.62,138589.19
2018-09-10,4.54,4.76,4.62,4.53,185225.22,0.05,1.09,4.526,4.57,4.642,115368.69,99306.07,148368.8
2018-09-07,4.5,4.57,4.57,4.44,118484.01,0.12,2.7,4.506,4.581,4.647,90728.25,92159.85,157967.91
2018-09-06,4.42,4.63,4.45,4.42,126499.23,0.05,1.14,4.494,4.587,4.665,79213.69,89187.95,189309.86
2018-09-05,4.57,4.6,4.4,4.4,75831.0,-0.19,-4.14,4.516,4.613,4.699,71821.77,92200.78,214677.69
2018-09-04,4.51,4.62,4.59,4.49,70804.0,0.07,1.55,4.578,4.654,4.711,70043.48,103623.62,244589.86
2018-09-03,4.47,4.56,4.52,4.42,62023.01,0.01,0.22,4.614,4.687,4.707,83243.45,126790.85,259467.33
2018-08-31,4.54,4.62,4.51,4.49,60911.23,-0.05,-1.1,4.656,4.721,4.686,93591.44,144481.9,261120.76
2018-08-30,4.76,4.77,4.56,4.55,89539.61,-0.15,-3.19,4.68,4.733,4.664,99162.2,162010.47,261750.78
2018-08-29,4.75,4.77,4.71,4.69,66939.54,-0.06,-1.26,4.71,4.727,4.64,112579.78,169560.81,262416.58
2018-08-28,4.72,4.92,4.77,4.63,136803.88,0.04,0.85,4.73,4.717,4.613,137203.76,180309.75,264537.16
2018-08-27,4.59,4.75,4.73,4.58,113762.95,0.1,2.16,4.76,4.713,4.591,170338.25,197431.52,262859.81
2018-08-24,4.69,4.72,4.63,4.62,88765.0,-0.08,-1.7,4.786,4.713,4.575,195372.36,223775.98,263053.88
2018-08-23,4.79,4.88,4.71,4.63,156627.53,-0.1,-2.08,4.786,4.743,4.564,224858.75,289431.77,265056.42
2018-08-22,4.81,4.88,4.81,4.72,190059.45,-0.11,-2.24,4.744,4.784,4.551,226541.83,337154.6,268881.73
2018-08-21,4.85,4.99,4.92,4.75,302476.31,0.06,1.24,4.704,4.768,4.521,223415.74,385556.1,263744.96
2018-08-20,4.61,5.0,4.86,4.46,238933.52,0.23,4.97,4.666,4.727,4.484,224524.8,392143.81,254326.75
2018-08-17,4.55,4.76,4.63,4.53,236196.94,0.13,2.89,4.64,4.651,4.445,252179.6,377759.62,246739.81
2018-08-16,4.51,4.61,4.5,4.43,165042.94,-0.11,-2.39,4.7,4.595,4.415,354004.79,361491.08,239017.32
2018-08-15,4.72,4.78,4.61,4.61,174429.0,-0.12,-2.54,4.824,4.552,4.385,447767.38,355272.35,234987.87
2018-08-14,4.72,4.92,4.73,4.67,308021.59,0.0,0.0,4.832,4.508,4.353,547696.45,348764.58,235200.37
2018-08-13,4.73,4.85,4.73,4.6,377207.53,-0.2,-4.06,4.788,4.469,4.323,559762.83,328288.1,223033.75
2018-08-10,5.18,5.37,4.93,4.93,745322.88,-0.19,-3.71,4.662,4.437,4.291,503339.64,302331.79,207657.56
2018-08-09,4.49,5.12,5.12,4.43,633855.88,0.47,10.11,4.49,4.385,4.25,368977.38,240681.08,172727.62
2018-08-08,4.55,4.95,4.65,4.49,674074.38,0.14,3.1,4.28,4.318,4.199,262777.33,200608.86,144982.08
2018-08-07,4.13,4.51,4.51,4.1,368353.47,0.41,10.0,4.184,4.274,4.167,149832.7,141933.82,116682.21
2018-08-06,4.08,4.16,4.1,4.03,95091.59,0.03,0.74,4.15,4.241,4.149,96813.38,116509.69,101248.78
2018-08-03,4.08,4.18,4.07,4.05,73511.58,0.0,0.0,4.212,4.239,4.15,101323.93,115720.0,99218.4
