date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2018-09-20,2.61,2.76,2.76,2.6,181490.38,0.13,4.94,2.69,2.749,2.938,99074.74,93402.5,143314.24
2018-09-19,2.64,2.65,2.63,2.57,83401.96,-0.01,-0.38,2.696,2.759,2.953,73365.07,93085.73,147119.58
2018-09-18,2.57,2.65,2.64,2.54,72539.84,0.0,0.0,2.726,2.794,2.978,65117.88,105551.34,161292.98
2018-09-17,2.75,2.77,2.64,2.64,91576.63,-0.14,-5.04,2.754,2.817,2.996,74571.42,131246.04,165862.48
2018-09-14,2.8,2.83,2.78,2.76,66364.87,-0.01,-0.36,2.798,2.847,3.006,76413.32,126926.98,167495.25
2018-09-13,2.81,2.84,2.79,2.76,52942.05,0.01,0.36,2.808,2.878,3.009,87730.26,126205.69,172293.73
2018-09-12,2.79,2.81,2.78,2.74,42166.0,0.0,0.0,2.822,2.924,3.009,112806.39,148018.64,176539.94
2018-09-11,2.83,2.86,2.78,2.72,119807.57,-0.08,-2.8,2.862,2.988,3.014,145984.81,166755.51,180742.08
2018-09-10,2.85,2.92,2.86,2.82,100786.13,0.03,1.06,2.88,3.046,3.023,187920.65,173268.2,180539.53
2018-09-07,2.85,2.91,2.83,2.74,122949.56,-0.03,-1.05,2.896,3.088,3.025,177440.63,191021.76,182385.76
2018-09-06,2.97,3.01,2.86,2.83,178322.69,-0.12,-4.03,2.948,3.126,3.031,164681.12,193225.98,180433.01
2018-09-05,2.81,3.01,2.98,2.81,208058.08,0.11,3.83,3.026,3.146,3.035,183230.88,201153.43,178953.94
2018-09-04,2.79,2.95,2.87,2.79,329486.81,-0.07,-2.38,3.114,3.162,3.033,187526.21,217034.62,181408.28
2018-09-03,2.94,2.94,2.94,2.94,48386.0,-0.15,-4.85,3.212,3.174,3.033,158615.74,200478.92,174013.65
2018-08-31,3.09,3.11,3.09,3.09,59152.0,-0.16,-4.92,3.28,3.165,3.023,204602.89,208063.53,176392.46
2018-08-30,3.37,3.41,3.25,3.25,271071.53,-0.17,-4.97,3.304,3.14,3.006,221770.85,218381.76,179229.84
2018-08-29,3.36,3.46,3.42,3.25,229534.69,0.06,1.79,3.266,3.093,2.986,219075.97,205061.24,178741.09
2018-08-28,3.24,3.39,3.36,3.24,184934.5,0.08,2.44,3.21,3.039,2.955,246543.03,194728.66,180875.44
2018-08-27,3.3,3.36,3.28,3.17,278321.75,0.07,2.18,3.136,3.0,2.922,242342.1,187810.86,179383.93
2018-08-24,3.05,3.21,3.21,3.04,144991.77,0.15,4.9,3.05,2.962,2.886,211524.17,173749.77,176667.74
2018-08-23,3.15,3.16,3.06,3.01,257597.14,-0.08,-2.55,2.976,2.936,2.859,214992.68,167640.03,176238.66
2018-08-22,3.06,3.14,3.14,3.03,366870.0,0.15,5.02,2.92,2.924,2.834,191046.5,156754.44,170414.26
2018-08-21,2.85,2.99,2.99,2.84,163929.83,0.14,4.91,2.868,2.904,2.799,142914.29,145781.93,155342.31
2018-08-20,2.84,2.91,2.85,2.75,124232.11,0.01,0.35,2.864,2.892,2.772,133279.62,147548.37,153413.95
2018-08-17,2.82,2.92,2.84,2.78,162334.31,0.06,2.16,2.874,2.88,2.75,135975.36,144721.39,153641.36
2018-08-16,2.83,2.9,2.78,2.76,137866.27,-0.1,-3.47,2.896,2.872,2.732,120287.38,140077.92,150821.4
2018-08-15,2.98,2.99,2.88,2.85,126208.94,-0.09,-3.03,2.928,2.879,2.716,122462.38,152420.94,157110.23
2018-08-14,2.88,3.03,2.97,2.88,115756.47,0.07,2.41,2.94,2.871,2.698,148649.57,167022.22,167670.75
2018-08-13,2.94,2.95,2.9,2.8,137710.81,-0.05,-1.7,2.92,2.843,2.669,161817.12,170957.0,179588.55
2018-08-10,2.92,2.96,2.95,2.91,83894.42,0.01,0.34,2.886,2.809,2.639,153467.41,179585.71,173241.1
2018-08-09,2.91,2.99,2.94,2.89,148741.27,0.0,0.0,2.848,2.782,2.601,159868.45,184837.28,169889.38
2018-08-08,2.89,3.01,2.94,2.84,257144.88,0.07,2.44,2.83,2.743,2.558,182379.5,184074.07,163049.7
2018-08-07,2.73,2.87,2.87,2.73,181594.23,0.14,5.13,2.802,2.694,2.511,185394.87,164902.69,152268.12
2018-08-06,2.74,2.82,2.73,2.71,95962.27,-0.03,-1.09,2.766,2.651,2.47,180096.89,159279.52,145118.68
2018-08-03,2.81,2.87,2.76,2.73,115899.62,-0.09,-3.16,2.732,2.619,2.434,205704.0,162561.34,141862.88
2018-08-02,2.76,2.88,2.85,2.67,261296.52,0.05,1.79,2.716,2.592,2.396,209806.11,161564.89,137681.66
2018-08-01,2.7,2.82,2.8,2.69,272221.69,0.11,4.09,2.656,2.553,2.352,185768.64,161799.53,126080.6
2018-07-31,2.52,2.69,2.69,2.52,155104.33,0.13,5.08,2.586,2.524,2.313,144410.5,168319.28,113776.29
2018-07-30,2.7,2.73,2.56,2.55,223997.86,-0.12,-4.48,2.536,2.494,2.282,138462.16,188220.1,107879.62
2018-07-27,2.56,2.68,2.68,2.54,136410.16,0.13,5.1,2.506,2.468,2.255,119418.68,166896.5,98750.01
2018-07-26,2.44,2.56,2.55,2.43,141109.16,0.1,4.08,2.468,2.419,2.225,113323.67,154941.48,94240.94
2018-07-25,2.44,2.46,2.45,2.42,65431.01,0.01,0.41,2.45,2.373,2.199,137830.41,142025.33,89214.87
2018-07-24,2.41,2.47,2.44,2.39,125362.61,0.03,1.25,2.462,2.327,2.181,192228.06,139633.55,90750.68
