date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2018-09-07,42.93,46.8,46.5,42.9,56207.91,3.79,8.87,44.59,45.629,46.353,29322.7,26149.91,25736.84
2018-09-06,44.18,44.65,42.71,42.65,26834.4,-1.47,-3.33,44.38,45.619,46.528,22959.55,22358.78,24511.19
2018-09-05,45.12,45.3,44.18,44.18,16141.47,-0.95,-2.1,45.156,46.039,46.917,21794.32,22130.51,25659.18
2018-09-04,44.54,45.46,45.13,43.9,22257.27,0.7,1.58,45.572,46.24,47.059,24140.97,23489.59,27179.75
2018-09-03,45.0,45.37,44.43,44.0,25172.43,-1.02,-2.24,46.026,46.492,47.295,23278.9,24197.55,27685.79
2018-08-31,46.53,46.58,45.45,44.5,24392.18,-1.14,-2.45,46.668,46.669,47.486,22977.13,24890.61,27922.34
2018-08-30,46.07,47.24,46.59,45.71,21008.26,0.33,0.71,46.858,46.662,47.671,21758.02,24737.91,27878.41
2018-08-29,47.35,47.43,46.26,45.73,27874.7,-1.14,-2.4,46.922,46.671,47.894,22466.69,25239.13,28714.93
2018-08-28,47.91,47.91,47.4,46.98,17946.93,-0.24,-0.5,46.908,46.787,48.217,22838.21,25011.74,29843.42
2018-08-27,46.2,47.88,47.64,46.2,23663.59,1.24,2.67,46.958,46.888,48.672,25116.19,24756.62,29781.27
2018-08-24,47.0,47.33,46.4,45.86,18296.6,-0.51,-1.09,46.67,47.077,49.087,26804.09,25323.76,29583.38
2018-08-23,45.86,47.35,46.91,45.8,24551.62,0.72,1.56,46.466,47.437,49.601,27717.8,26663.6,29850.5
2018-08-22,47.12,47.54,46.19,45.51,29732.31,-1.46,-3.06,46.42,47.795,50.164,28011.57,29187.85,29548.35
2018-08-21,46.66,47.85,47.65,45.96,29336.85,1.45,3.14,46.666,47.877,50.808,27185.27,30869.91,28923.37
2018-08-20,45.44,46.43,46.2,45.4,32103.08,0.82,1.81,46.818,48.097,51.438,24397.04,31174.02,28778.88
2018-08-17,47.49,47.88,45.38,45.0,22865.15,-1.3,-2.79,47.484,48.303,52.046,23843.43,30954.07,28182.7
2018-08-16,47.0,48.02,46.68,46.41,26020.46,-0.74,-1.56,48.408,48.679,52.641,25609.4,31018.91,28433.99
2018-08-15,48.42,49.45,47.42,47.05,25600.82,-0.99,-2.04,49.17,49.116,53.222,30364.13,32190.73,27804.91
2018-08-14,49.87,49.87,48.41,48.0,15395.67,-1.12,-2.26,49.088,49.647,53.757,34554.56,34675.1,27224.02
2018-08-13,49.32,49.98,49.53,48.31,29335.05,-0.47,-0.94,49.376,50.456,54.282,37951.01,34805.92,27482.59
2018-08-10,50.49,50.7,50.0,49.09,31695.02,-0.49,-0.97,49.122,51.096,54.826,38064.71,33842.99,27086.65
2018-08-09,46.55,50.94,50.49,46.55,49794.11,3.48,7.4,48.95,51.764,55.368,36428.42,33037.4,26384.96
2018-08-08,50.0,50.48,47.01,46.5,46552.93,-2.84,-5.7,49.062,52.532,55.854,34017.32,29908.84,25068.16
2018-08-07,48.42,49.88,49.85,48.3,32377.95,1.59,3.29,50.206,53.739,56.447,34795.64,26976.82,23648.53
2018-08-06,49.14,49.99,48.26,48.23,29903.54,-0.88,-1.79,51.536,54.779,56.948,31660.82,26383.74,22958.84
2018-08-03,50.97,50.97,49.14,48.54,23513.56,-1.91,-3.74,53.07,55.788,57.542,29621.27,25411.33,23002.36
2018-08-02,51.99,52.2,51.05,49.4,37738.61,-1.68,-3.19,54.578,56.602,58.014,29646.38,25849.08,23302.18
2018-08-01,56.77,56.77,52.73,51.36,50444.54,-3.77,-6.67,56.002,57.327,58.452,25800.37,23419.1,23686.33
2018-07-31,55.93,56.59,56.5,55.07,16703.87,0.57,1.02,57.272,57.867,58.828,19158.0,19772.94,23391.12
2018-07-30,56.68,57.3,55.93,55.01,19705.76,-0.75,-1.32,58.022,58.107,59.101,21106.66,20159.26,25481.78
2018-07-27,57.9,58.1,56.68,54.98,23639.14,-1.49,-2.56,58.506,58.555,59.426,21201.4,20330.32,27806.08
2018-07-26,59.21,59.7,58.17,57.86,18508.52,-0.91,-1.54,58.626,58.972,60.059,22051.77,19732.52,27621.11
2018-07-25,60.42,60.42,59.08,58.75,17232.72,-1.17,-1.94,58.652,59.175,60.431,21037.84,20227.47,27620.77
2018-07-24,58.4,60.45,60.25,58.39,26447.14,1.9,3.26,58.462,59.155,60.782,20387.87,20320.24,28314.86
2018-07-23,57.5,58.68,58.35,56.88,20179.46,1.07,1.87,58.192,59.116,61.127,19211.86,19533.94,28241.5
2018-07-20,57.92,58.5,57.28,56.36,27891.02,-1.02,-1.75,58.604,59.295,61.664,19459.24,20593.38,29023.9
2018-07-19,58.12,59.13,58.3,57.71,13438.84,0.17,0.29,59.318,59.426,62.382,17413.28,20755.27,28596.61
2018-07-18,58.8,59.36,58.13,58.0,13982.89,-0.77,-1.31,59.698,59.577,63.015,19417.11,23953.56,29607.69
