date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2018-09-20,5.31,5.45,5.39,5.3,79628.97,0.09,1.7,5.286,5.259,5.237,47010.09,39505.75,49168.33
2018-09-19,5.26,5.34,5.3,5.23,46511.6,0.03,0.57,5.252,5.239,5.219,36806.68,34549.23,46725.19
2018-09-18,5.17,5.28,5.27,5.17,35628.42,0.06,1.15,5.232,5.234,5.203,32970.23,33522.0,46397.81
2018-09-17,5.28,5.28,5.21,5.17,38510.25,-0.05,-0.95,5.23,5.236,5.193,31664.33,37668.85,46337.67
2018-09-14,5.23,5.27,5.26,5.18,34771.2,0.04,0.77,5.236,5.244,5.184,31406.97,45684.32,45812.6
2018-09-13,5.22,5.28,5.22,5.16,28611.91,0.02,0.39,5.232,5.239,5.17,32001.42,47018.12,45657.48
2018-09-12,5.27,5.27,5.2,5.14,27329.39,-0.06,-1.14,5.226,5.236,5.16,32291.79,47889.2,45710.35
2018-09-11,5.21,5.28,5.26,5.16,29098.88,0.02,0.38,5.236,5.236,5.152,34073.76,49368.97,45857.8
2018-09-10,5.24,5.28,5.24,5.19,37223.47,0.0,0.0,5.242,5.233,5.145,43673.37,52259.54,46337.65
2018-09-07,5.2,5.3,5.24,5.2,37743.45,0.05,0.96,5.252,5.227,5.138,59961.67,55735.39,46324.58
2018-09-06,5.25,5.29,5.19,5.19,30063.77,-0.06,-1.14,5.246,5.215,5.133,62034.83,58830.9,46410.99
2018-09-05,5.31,5.31,5.25,5.22,36239.22,-0.04,-0.76,5.246,5.198,5.128,63486.61,58901.15,47730.08
2018-09-04,5.29,5.35,5.29,5.22,77096.94,0.0,0.0,5.236,5.172,5.116,64664.17,59273.62,48499.57
2018-09-03,5.21,5.33,5.29,5.07,118664.98,0.08,1.54,5.224,5.15,5.103,60845.72,55006.48,46620.85
2018-08-31,5.18,5.22,5.21,5.12,48109.23,0.02,0.39,5.202,5.123,5.083,51509.11,45940.89,42710.31
2018-08-30,5.2,5.24,5.19,5.17,37322.68,-0.01,-0.19,5.184,5.1,5.071,55626.97,44296.83,42182.42
2018-08-29,5.23,5.25,5.2,5.17,42127.04,-0.03,-0.57,5.15,5.084,5.056,54315.69,43531.49,43276.87
2018-08-28,5.18,5.25,5.23,5.18,58004.66,0.05,0.96,5.108,5.067,5.05,53883.07,42346.64,43547.94
2018-08-27,5.13,5.22,5.18,5.1,71981.95,0.06,1.17,5.076,5.057,5.043,49167.25,40415.76,41884.16
2018-08-24,5.01,5.14,5.12,5.01,68698.51,0.1,1.99,5.044,5.049,5.04,40372.66,36913.76,41003.36
2018-08-23,5.0,5.06,5.02,4.99,30766.3,0.03,0.6,5.016,5.05,5.039,32966.69,33991.08,39157.33
2018-08-22,5.05,5.08,4.99,4.96,39963.91,-0.08,-1.58,5.018,5.057,5.042,32747.29,36559.02,41412.75
2018-08-21,5.05,5.09,5.07,4.99,34425.56,0.05,1.0,5.026,5.06,5.046,30810.21,37725.53,42453.84
2018-08-20,4.99,5.03,5.02,4.95,28009.03,0.04,0.8,5.038,5.055,5.049,31664.28,38235.22,46303.11
2018-08-17,5.06,5.08,4.98,4.98,31668.66,-0.05,-0.99,5.054,5.042,5.047,33454.87,39479.74,48654.66
2018-08-16,4.99,5.07,5.03,4.99,29669.29,0.0,0.0,5.084,5.042,5.047,35015.46,40068.0,53073.07
2018-08-15,5.12,5.12,5.03,5.03,30278.5,-0.1,-1.95,5.096,5.028,5.036,40370.74,43022.25,54484.73
2018-08-14,5.08,5.13,5.13,5.06,38695.9,0.03,0.59,5.094,5.032,5.026,44640.85,44749.25,55581.81
2018-08-13,5.08,5.13,5.1,5.03,36961.98,-0.03,-0.58,5.072,5.029,5.009,44806.15,43352.57,56282.76
2018-08-10,5.06,5.15,5.13,5.06,39471.63,0.04,0.79,5.03,5.031,4.996,45504.61,45092.96,56488.41
2018-08-09,4.99,5.12,5.09,4.97,56445.69,0.07,1.39,5.0,5.027,4.984,45120.55,44323.58,57702.92
2018-08-08,5.03,5.09,5.02,5.0,51629.04,0.0,0.0,4.96,5.026,4.975,45673.76,46266.49,56256.39
2018-08-07,4.91,5.04,5.02,4.91,39522.43,0.13,2.66,4.97,5.031,4.967,44857.65,47182.15,54959.96
2018-08-06,4.95,4.99,4.89,4.86,40454.26,-0.09,-1.81,4.986,5.042,4.962,41898.98,54371.0,54166.3
2018-08-03,4.92,5.01,4.98,4.88,37551.31,0.09,1.84,5.032,5.051,4.964,44681.31,57829.59,53240.41
2018-08-02,5.05,5.06,4.89,4.85,59211.75,-0.18,-3.55,5.054,5.051,4.959,43526.62,66078.14,52681.0
2018-08-01,5.1,5.15,5.07,5.06,47548.5,-0.03,-0.59,5.092,5.044,4.957,46859.23,65947.2,51297.02
2018-07-31,5.12,5.14,5.1,5.09,24729.09,-0.02,-0.39,5.092,5.02,4.95,49506.65,66414.38,50467.33
2018-07-30,5.09,5.16,5.12,5.08,54365.9,0.03,0.59,5.098,4.988,4.94,66843.02,69212.96,50287.7
2018-07-27,5.07,5.13,5.09,5.07,31777.85,0.01,0.2,5.07,4.96,4.928,70977.87,67883.87,49057.5
2018-07-26,5.06,5.19,5.08,5.05,75874.8,0.01,0.2,5.048,4.94,4.92,88629.66,71082.25,48931.09
2018-07-25,5.13,5.13,5.07,5.05,60785.62,-0.06,-1.17,4.996,4.924,4.91,85035.18,66246.28,46325.48
2018-07-24,4.99,5.2,5.13,4.99,111410.95,0.15,3.01,4.948,4.903,4.9,83322.11,62737.76,44868.37
2018-07-23,4.95,4.99,4.98,4.92,75040.12,0.0,0.0,4.878,4.882,4.889,71582.89,53961.6,41012.92
2018-07-20,4.82,4.98,4.98,4.8,120036.8,0.16,3.32,4.85,4.877,4.886,64789.86,48651.23,38537.4
2018-07-19,4.87,4.88,4.82,4.8,57902.4,-0.01,-0.21,4.832,4.867,4.884,53534.84,39283.87,34196.07
2018-07-18,4.78,4.87,4.83,4.78,52220.26,0.05,1.05,4.852,4.87,4.89,47457.39,36646.84,33358.48
2018-07-17,4.86,4.86,4.78,4.77,52714.85,-0.06,-1.24,4.858,4.879,4.896,42153.42,34520.27,33573.09
2018-07-16,4.88,4.88,4.84,4.84,41075.01,-0.05,-1.02,4.886,4.892,4.903,36340.31,31362.45,38234.62
2018-07-13,4.92,4.93,4.89,4.85,63761.7,-0.03,-0.61,4.904,4.895,4.93,32512.6,30231.14,37782.96
2018-07-12,4.84,4.93,4.92,4.84,27515.11,0.06,1.24,4.902,4.9,4.955,25032.89,26779.94,36147.84
2018-07-11,4.9,4.91,4.86,4.82,25700.42,-0.06,-1.22,4.888,4.895,4.979,25836.29,26404.67,36254.53
2018-07-10,4.92,4.94,4.92,4.9,23649.32,-0.01,-0.2,4.9,4.897,5.012,26887.13,26998.98,36190.49
2018-07-09,4.88,4.93,4.93,4.85,21936.44,0.05,1.02,4.898,4.896,5.04,26384.59,28064.24,36417.67
2018-07-06,4.84,4.92,4.88,4.8,26363.18,0.03,0.62,4.886,4.894,5.07,27949.67,28423.56,37975.08
2018-07-05,4.92,4.98,4.85,4.85,31532.07,-0.07,-1.42,4.898,4.901,5.108,28526.98,29108.28,38139.45
2018-07-04,4.91,4.96,4.92,4.89,30954.63,0.01,0.2,4.902,4.91,5.149,26973.05,30070.12,37775.43
2018-07-03,4.87,4.92,4.91,4.83,21136.65,0.04,0.82,4.894,4.913,5.188,27110.83,32625.91,37683.75
2018-07-02,4.93,4.94,4.87,4.84,29761.83,-0.07,-1.42,4.894,4.913,5.226,29743.89,45106.78,37885.48
2018-06-29,4.89,4.96,4.94,4.86,29249.7,0.07,1.44,4.902,4.965,5.268,28897.45,45334.78,38805.7
2018-06-28,4.86,4.93,4.87,4.85,23762.45,-0.01,-0.2,4.904,5.009,5.309,29689.58,45515.75,41679.02
2018-06-27,4.93,4.95,4.88,4.85,31643.5,-0.03,-0.61,4.918,5.062,5.344,33167.18,46104.39,43527.71
2018-06-26,4.86,4.93,4.91,4.8,34301.98,0.0,0.0,4.932,5.126,5.384,38140.99,45382.0,43578.58
2018-06-25,4.96,4.98,4.91,4.91,25529.6,-0.04,-0.81,4.932,5.184,5.425,60469.67,44771.1,43609.01
2018-06-22,4.86,4.97,4.95,4.83,33210.37,0.09,1.85,5.028,5.246,5.465,61772.11,47526.61,45401.75
2018-06-21,4.94,5.01,4.94,4.92,41150.45,-0.01,-0.2,5.114,5.314,5.509,61341.93,47170.63,46701.47
2018-06-20,4.87,4.97,4.95,4.85,56512.55,0.04,0.81,5.206,5.387,5.552,59041.6,45480.75,47890.06
2018-06-19,5.35,5.35,4.91,4.85,145945.38,-0.48,-8.9,5.32,5.462,5.595,52623.0,42741.6,47545.44
2018-06-15,5.38,5.42,5.39,5.33,32041.79,0.01,0.19,5.436,5.538,5.638,29072.53,30664.17,43112.5
2018-06-14,5.4,5.43,5.38,5.37,31059.47,-0.02,-0.37,5.464,5.57,5.654,33281.11,32276.62,42978.88
2018-06-13,5.51,5.51,5.4,5.4,29648.8,-0.12,-2.17,5.514,5.608,5.671,32999.33,37842.28,43190.34
2018-06-12,5.5,5.53,5.52,5.47,24419.56,0.03,0.55,5.568,5.626,5.685,31919.91,40951.02,43090.02
2018-06-11,5.52,5.56,5.49,5.46,28193.03,-0.04,-0.72,5.604,5.641,5.693,32860.2,41775.16,43229.33
2018-06-08,5.64,5.64,5.53,5.5,53084.69,-0.1,-1.78,5.64,5.665,5.702,32255.81,42446.91,43127.62
2018-06-07,5.68,5.69,5.63,5.62,29650.56,-0.04,-0.7,5.676,5.684,5.711,31272.13,43276.89,42107.26
2018-06-06,5.68,5.7,5.67,5.65,24251.7,-0.03,-0.53,5.702,5.704,5.717,42685.23,46232.32,42999.95
2018-06-05,5.66,5.7,5.7,5.65,29121.0,0.03,0.53,5.684,5.717,5.718,49982.14,50299.37,43837.16
2018-06-04,5.72,5.72,5.67,5.65,25171.1,-0.04,-0.7,5.678,5.728,5.717,50690.13,52349.28,44652.07
2018-06-01,5.7,5.72,5.71,5.67,48166.3,-0.05,-0.87,5.69,5.737,5.717,52638.01,55560.84,45704.75
2018-05-31,5.59,5.78,5.76,5.58,86716.06,0.18,3.23,5.692,5.738,5.714,55281.65,53681.14,45279.1
2018-05-30,5.7,5.72,5.58,5.57,60736.22,-0.09,-1.59,5.706,5.733,5.708,49779.4,48538.41,43308.02
2018-05-29,5.71,5.73,5.67,5.66,32660.97,-0.06,-1.05,5.75,5.743,5.711,50616.61,45229.02,42569.34
2018-05-28,5.71,5.76,5.73,5.7,34910.5,0.01,0.17,5.778,5.745,5.71,54008.43,44683.49,42678.91
2018-05-25,5.83,5.83,5.72,5.71,61384.5,-0.11,-1.89,5.784,5.738,5.703,58483.66,43808.32,43642.39
2018-05-24,5.82,5.87,5.83,5.8,59204.83,0.03,0.52,5.784,5.737,5.699,52080.63,40937.63,42536.02
2018-05-23,5.79,5.87,5.8,5.77,64922.26,-0.01,-0.17,5.76,5.729,5.691,47297.41,39767.58,41841.24
2018-05-22,5.74,5.87,5.81,5.74,49620.07,0.05,0.87,5.736,5.719,5.682,39841.42,37374.94,40521.17
2018-05-21,5.74,5.8,5.76,5.73,57286.65,0.04,0.7,5.712,5.706,5.673,35358.55,36954.86,40413.08
2018-05-18,5.7,5.73,5.72,5.67,29369.36,0.01,0.17,5.692,5.697,5.671,29132.98,35848.67,39386.28
2018-05-17,5.71,5.73,5.71,5.68,35288.71,0.03,0.53,5.69,5.69,5.673,29794.63,36877.06,40458.14
2018-05-16,5.68,5.72,5.68,5.66,27642.32,-0.01,-0.18,5.698,5.683,5.672,32237.75,38077.64,41701.03
2018-05-15,5.68,5.69,5.69,5.64,27205.7,0.03,0.53,5.702,5.678,5.677,34908.47,39909.66,43594.06
2018-05-14,5.71,5.73,5.66,5.65,26158.8,-0.05,-0.88,5.7,5.675,5.687,38551.16,40674.33,44700.55
2018-05-11,5.72,5.76,5.71,5.7,32677.6,-0.04,-0.7,5.702,5.667,5.699,42564.37,43476.47,48596.25
2018-05-10,5.71,5.76,5.75,5.7,47504.31,0.05,0.88,5.69,5.661,5.715,43959.5,44134.41,58168.13
2018-05-09,5.77,5.77,5.7,5.69,40995.92,0.02,0.35,5.668,5.653,5.732,43917.54,43914.9,66951.9
2018-05-08,5.67,5.7,5.68,5.67,45419.19,0.01,0.18,5.654,5.645,5.744,44910.86,43667.39,70783.98
2018-05-07,5.64,5.7,5.67,5.63,46224.82,0.02,0.35,5.65,5.639,5.749,42797.49,43871.31,72010.19
2018-05-04,5.64,5.7,5.65,5.63,39653.26,0.01,0.18,5.632,5.645,5.76,44388.57,42923.88,74372.66
2018-05-03,5.63,5.65,5.64,5.56,47294.5,0.01,0.18,5.632,5.655,5.771,44309.33,44039.23,76744.03
2018-05-02,5.6,5.64,5.63,5.59,45962.54,-0.03,-0.53,5.638,5.66,5.781,43912.27,45324.41,76684.81
2018-04-27,5.58,5.67,5.66,5.57,34852.34,0.08,1.43,5.636,5.676,5.79,42423.91,47278.45,76356.18
2018-04-26,5.63,5.67,5.58,5.58,54180.2,-0.07,-1.24,5.628,5.698,5.792,44945.13,48726.78,76976.41
2018-04-25,5.67,5.67,5.65,5.62,39257.05,-0.02,-0.35,5.658,5.731,5.8,41459.19,53716.03,76412.53
2018-04-24,5.62,5.7,5.67,5.62,45309.21,0.05,0.89,5.678,5.768,5.803,43769.13,72201.86,76690.49
2018-04-23,5.6,5.67,5.62,5.6,38520.77,0.0,0.0,5.682,5.811,5.801,46736.56,89988.9,79595.18
2018-04-20,5.7,5.73,5.62,5.61,47458.41,-0.11,-1.92,5.716,5.842,5.813,52132.99,97900.57,79484.49
2018-04-19,5.74,5.77,5.73,5.71,36750.5,-0.02,-0.35,5.768,5.858,5.825,52508.43,100149.07,79368.14
2018-04-18,5.73,5.77,5.75,5.65,50806.74,0.06,1.05,5.804,5.874,5.833,65972.86,105821.44,80518.06
2018-04-17,5.79,5.83,5.69,5.68,60146.38,-0.1,-1.73,5.858,5.887,5.843,100634.58,109448.84,82430.88
2018-04-16,5.88,5.92,5.79,5.76,65502.93,-0.09,-1.53,5.94,5.902,5.854,133241.24,108045.21,81914.76
